sample_timepoint_id	experiment_id	species_scientific	species_common	taxonomy_id	cell_line_or_tissue	sample_name_original	sample_name_standardized	genotype_or_construct	synchronization_method	synchronization_reagent	synchronization_dose	synchronization_duration	arrest_point	time_zero_definition	sampling_time	sampling_time_unit	cell_cycle_phase	phase_evidence_type	phase_evidence_rule	pooled_status	evidence_ids	notes	condition_id	replicate_id	batch_id	gsm_accession	archive_sample_id
ST-P0012-025	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	0h_with_auxin_rep1	GSM5133378	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-025	R-P0012-025	B-P0012-025	GSM5133378	AS-P0012-025
ST-P0012-026	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	0h_with_auxin_rep2	GSM5133379	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	0	min	prometaphase	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-026	R-P0012-026	B-P0012-026	GSM5133379	AS-P0012-026
ST-P0012-027	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	30min_no_auxin_rep1	GSM5133380	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	30	min	UNRESOLVED	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-027	R-P0012-027	B-P0012-027	GSM5133380	AS-P0012-027
ST-P0012-028	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	30min_no_auxin_rep2	GSM5133381	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	30	min	UNRESOLVED	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-028	R-P0012-028	B-P0012-028	GSM5133381	AS-P0012-028
ST-P0012-029	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	30min_with_auxin_rep1	GSM5133382	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	30	min	UNRESOLVED	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-029	R-P0012-029	B-P0012-029	GSM5133382	AS-P0012-029
ST-P0012-030	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	30min_with_auxin_rep2	GSM5133383	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	30	min	UNRESOLVED	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-030	R-P0012-030	B-P0012-030	GSM5133383	AS-P0012-030
ST-P0012-031	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	60min_no_auxin_rep1	GSM5133384	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-031	R-P0012-031	B-P0012-031	GSM5133384	AS-P0012-031
ST-P0012-032	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	60min_no_auxin_rep2	GSM5133385	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-032	R-P0012-032	B-P0012-032	GSM5133385	AS-P0012-032
ST-P0012-033	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	60min_with_auxin_rep1	GSM5133386	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-033	R-P0012-033	B-P0012-033	GSM5133386	AS-P0012-033
ST-P0012-034	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	60min_with_auxin_rep2	GSM5133387	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	60	min	early G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-034	R-P0012-034	B-P0012-034	GSM5133387	AS-P0012-034
ST-P0012-035	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	120min_no_auxin_rep1	GSM5133388	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-035	R-P0012-035	B-P0012-035	GSM5133388	AS-P0012-035
ST-P0012-036	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	120min_no_auxin_rep2	GSM5133389	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-036	R-P0012-036	B-P0012-036	GSM5133389	AS-P0012-036
ST-P0012-037	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	120min_no_auxin_rep3	GSM5133390	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-037	R-P0012-037	B-P0012-037	GSM5133390	AS-P0012-037
ST-P0012-038	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	120min_with_auxin_rep1	GSM5133391	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-038	R-P0012-038	B-P0012-038	GSM5133391	AS-P0012-038
ST-P0012-039	EX-P0012-001	Mus musculus	mouse	10090	G1E-ER4 cells	120min_with_auxin_rep2	GSM5133392	G1E-ER4 CTCF-AID-mCherry	nocodazole arrest-release	nocodazole	200 ng/ml	7-8.5 h	prometaphase	release from nocodazole arrest	120	min	mid G1	author_stated	GEO Treatment-Protocol maps 0/25/60/120/240 min to pro-meta/ana-telo/early-G1/mid-G1/late-G1.	NR	E-P0012-003	Sampling time parsed from official title; phase mapping from GEO Treatment-Protocol.	C-P0012-039	R-P0012-039	B-P0012-039	GSM5133392	AS-P0012-039
